Case_num,9001,9002,9003,9004,9005,9006,9007,9008
CumScore,2,2,2,2,2,2,2,2
Score(AorB),No Score Defined,No Score Defined,No Score Defined,No Score Defined,No Score Defined,No Score Defined,No Score Defined,No Score Defined
,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
